,parameter_stable_id,external_sample_id,date_of_birth,experiment_source_id,sex,colony_id,download_url,jpeg_url,allele_symbol
0,IMPC_EYE_050_001,K29858,2014-07-25T00:00:00Z,Eye Morphology - K29858 - 290758,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701156,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701156,
0,IMPC_EYE_050_001,K33607,2014-08-20T00:00:00Z,Eye Morphology - K33607 - 302028,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699709,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699709,
0,IMPC_EYE_050_001,K589,2014-01-23T00:00:00Z,Eye Morphology - K589 - 186987,female,JR22342,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699795,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699795,Dhx30<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J32667,2016-01-31T00:00:00Z,Eye Morphology - J32667 - 813734,male,JR26631,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701014,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701014,Stk32c<tm2b(KOMP)Wtsi>
0,IMPC_EYE_050_001,K84062,2015-05-26T00:00:00Z,Eye Morphology - K84062 - 495192,female,JR24653,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700478,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700478,Fam186b<tm1b(KOMP)Mbp>
0,IMPC_EYE_050_001,K57815,2015-01-06T00:00:00Z,Eye Morphology - K57815 - 374621,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700573,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700573,
0,IMPC_EYE_050_001,J7460,2015-09-29T00:00:00Z,Eye Morphology - J7460 - 648566,male,JR26954,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700451,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700451,Oard1<em1(IMPC)J>
0,IMPC_EYE_050_001,J8776,2015-09-22T00:00:00Z,Eye Morphology - J8776 - 637721,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699998,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699998,
0,IMPC_EYE_050_001,K65448,2015-02-17T00:00:00Z,Eye Morphology - K65448 - 405188,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701234,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701234,
0,IMPC_EYE_050_001,J21765,2015-11-28T00:00:00Z,Eye Morphology - J21765 - 731055,male,JR26843,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702442,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702442,Car12<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,K80751,2015-05-24T00:00:00Z,Eye Morphology - K80751 - 487827,female,JR25388,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700122,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700122,Pkp4<tm1b(EUCOMM)Wtsi>
0,IMPC_EYE_050_001,K69667,2015-03-23T00:00:00Z,Eye Morphology - K69667 - 421072,male,JR25319,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700274,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700274,Heyl<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,J40009,2016-02-27T00:00:00Z,Eye Morphology - J40009 - 846201,female,JR25734,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701731,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701731,Mpdz<em1(IMPC)J>
0,IMPC_EYE_050_001,J31055,2016-01-13T00:00:00Z,Eye Morphology - J31055 - 785662,male,JR26171,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700362,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700362,Ifnk<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K83238,2015-06-06T00:00:00Z,Eye Morphology - K83238 - 511870,male,JR24026,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699088,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699088,Mtf1<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,K86603,2015-06-09T00:00:00Z,Eye Morphology - K86603 - 500474,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699053,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699053,
0,IMPC_EYE_050_001,J4778,2015-09-26T00:00:00Z,Eye Morphology - J4778 - 648367,male,JR26954,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701754,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701754,Oard1<em1(IMPC)J>
0,IMPC_EYE_050_001,K80535,2015-05-12T00:00:00Z,Eye Morphology - K80535 - 458386,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699409,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699409,
0,IMPC_EYE_050_001,K72558,2015-03-31T00:00:00Z,Eye Morphology - K72558 - 431337,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699574,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699574,
0,IMPC_EYE_050_001,C8091,2013-08-26T00:00:00Z,Eye Morphology - C8091 - 115417,female,JR18584,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701363,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701363,Dixdc1<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K26119,2014-07-13T00:00:00Z,Eye Morphology - K26119 - 282690,male,JR22387,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702307,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702307,Rab5a<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,K54654,2014-12-16T00:00:00Z,Eye Morphology - K54654 - 358253,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700791,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700791,
0,IMPC_EYE_050_001,K44537,2014-10-30T00:00:00Z,Eye Morphology - K44537 - 337500,male,JR24037,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/1342801,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/1342801,Bbs10<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K54010,2014-12-20T00:00:00Z,Eye Morphology - K54010 - 368970,male,JR24979,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701473,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701473,Bbs7<tm1b(EUCOMM)Wtsi>
0,IMPC_EYE_050_001,K49877,2014-11-23T00:00:00Z,Eye Morphology - K49877 - 352698,female,JR24675,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700768,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700768,Slc24a5<tm1b(KOMP)Mbp>
0,IMPC_EYE_050_001,K88282,2015-06-16T00:00:00Z,Eye Morphology - K88282 - 514862,female,JR25518,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700124,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700124,Lipn<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K87721,2015-06-29T00:00:00Z,Eye Morphology - K87721 - 529250,male,JR24026,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699483,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699483,Mtf1<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,K36884,2014-09-08T00:00:00Z,Eye Morphology - K36884 - 313175,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699514,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699514,
0,IMPC_EYE_050_001,J5215,2015-09-08T00:00:00Z,Eye Morphology - J5215 - 618230,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702401,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702401,
0,IMPC_EYE_050_001,D11912,2020-02-19T00:00:00Z,Eye Morphology - D11912 - 2810554,male,JR33591,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/1342771,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/1342771,Slc17a2<em1(IMPC)J>
0,IMPC_EYE_050_001,K96615,2015-08-11T00:00:00Z,Eye Morphology - K96615 - 585153,male,JR24515,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701879,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701879,Bex4<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J6973,2015-09-15T00:00:00Z,Eye Morphology - J6973 - 626043,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702111,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702111,
0,IMPC_EYE_050_001,J31008,2016-01-05T00:00:00Z,Eye Morphology - J31008 - 775099,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700611,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700611,
0,IMPC_EYE_050_001,D41824,2020-09-27T00:00:00Z,Eye Morphology - D41824 - 3048820,female,JR33950,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/1279626,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/1279626,Dnajc2<em1(IMPC)J>
0,IMPC_EYE_050_001,K69666,2015-03-23T00:00:00Z,Eye Morphology - K69666 - 419494,male,JR25319,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700902,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700902,Heyl<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,K68743,2015-03-10T00:00:00Z,Eye Morphology - K68743 - 417562,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702367,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702367,
0,IMPC_EYE_050_001,K86602,2015-06-09T00:00:00Z,Eye Morphology - K86602 - 500411,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699799,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699799,
0,IMPC_EYE_050_001,J43547,2016-03-22T00:00:00Z,Eye Morphology - J43547 - 872952,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701677,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701677,
0,IMPC_EYE_050_001,C8812,2013-09-19T00:00:00Z,Eye Morphology - C8812 - 141383,female,JR18604,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702468,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702468,Col18a1<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J26895,2015-12-30T00:00:00Z,Eye Morphology - J26895 - 769936,male,JR26422,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699191,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699191,Gpr156<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J35516,2016-02-23T00:00:00Z,Eye Morphology - J35516 - 837555,male,JR22777,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701924,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701924,Dbf4<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,K89135,2015-07-07T00:00:00Z,Eye Morphology - K89135 - 549508,male,JR25588,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701808,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701808,Rxfp4<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J35389,2016-02-02T00:00:00Z,Eye Morphology - J35389 - 812683,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701310,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701310,
0,IMPC_EYE_050_001,K8008,2014-03-09T00:00:00Z,Eye Morphology - K8008 - 207410,male,JR22780,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699683,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699683,Sorbs2<tm1.1(KOMP)Mbp>
0,IMPC_EYE_050_001,K94507,2015-07-11T00:00:00Z,Eye Morphology - K94507 - 554166,female,JR26233,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702334,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702334,Snx15<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K77168,2015-05-05T00:00:00Z,Eye Morphology - K77168 - 454802,male,JR24571,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700396,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700396,Ipp<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K87952,2015-06-13T00:00:00Z,Eye Morphology - K87952 - 506249,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702330,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702330,
0,IMPC_EYE_050_001,K29856,2014-07-25T00:00:00Z,Eye Morphology - K29856 - 290712,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701819,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701819,
0,IMPC_EYE_050_001,C4371,2013-02-25T00:00:00Z,Eye Morphology - C4371 - 70557,female,JR18562,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702537,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702537,C1qtnf5<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K51283,2014-12-02T00:00:00Z,Eye Morphology - K51283 - 353972,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702162,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702162,
0,IMPC_EYE_050_001,K81244,2015-05-12T00:00:00Z,Eye Morphology - K81244 - 479715,male,JR25380,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699567,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699567,Hsd17b1<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K13037,2014-04-18T00:00:00Z,Eye Morphology - K13037 - 242745,male,JR22005,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700418,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700418,Il24<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K13645,2014-04-20T00:00:00Z,Eye Morphology - K13645 - 239995,male,JR18697,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701039,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701039,Nemf<tm1b(EUCOMM)Hmgu>
0,IMPC_EYE_050_001,J37202,2016-02-26T00:00:00Z,Eye Morphology - J37202 - 850257,male,JR27381,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701594,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701594,Mapk15<tm1b(EUCOMM)Hmgu>
0,IMPC_EYE_050_001,J47815,2016-05-06T00:00:00Z,Eye Morphology - J47815 - 923396,female,JR26617,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/1356535,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/1356535,Lcp1<tm1e.1(KOMP)Wtsi>
0,IMPC_EYE_050_001,K30830,2014-08-06T00:00:00Z,Eye Morphology - K30830 - 293598,female,JR24233,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700295,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700295,Nxn<tm1b(EUCOMM)Wtsi>
0,IMPC_EYE_050_001,D48166,2020-11-10T00:00:00Z,Eye Morphology - D48166 - 3096359,female,JR34566,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/1279638,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/1279638,Galntl6<em1(IMPC)J>
0,IMPC_EYE_050_001,K2539,2014-01-29T00:00:00Z,Eye Morphology - K2539 - 185554,male,JR23058,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700585,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700585,Parp8<tm1.1(KOMP)Wtsi>
0,IMPC_EYE_050_001,K81207,2015-05-20T00:00:00Z,Eye Morphology - K81207 - 484090,female,JR24571,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702237,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702237,Ipp<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,D59744,2021-03-14T00:00:00Z,Eye Morphology - D59744 - 3245858,male,JR35339,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/1429559,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/1429559,Tmc5<em1(IMPC)J>
0,IMPC_EYE_050_001,K66475,2015-02-24T00:00:00Z,Eye Morphology - K66475 - 409041,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701789,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701789,
0,IMPC_EYE_050_001,J29405,2015-12-26T00:00:00Z,Eye Morphology - J29405 - 770575,female,JR26171,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701632,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701632,Ifnk<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J41429,2016-03-08T00:00:00Z,Eye Morphology - J41429 - 860805,female,JR26867,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700904,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700904,Bbox1<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,K50022,2014-12-07T00:00:00Z,Eye Morphology - K50022 - 352102,female,JR24517,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701424,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701424,Stx3<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J19819,2015-11-15T00:00:00Z,Eye Morphology - J19819 - 714119,male,JR26169,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702062,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702062,Tssk5<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K60807,2015-01-27T00:00:00Z,Eye Morphology - K60807 - 393746,male,JR24345,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701552,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701552,Xrcc3<tm1b(KOMP)Mbp>
0,IMPC_EYE_050_001,K31836,2014-08-15T00:00:00Z,Eye Morphology - K31836 - 302410,female,JR24232,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701861,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701861,Zfp536<tm1.1(KOMP)Wtsi>
0,IMPC_EYE_050_001,K65440,2015-02-17T00:00:00Z,Eye Morphology - K65440 - 404223,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700779,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700779,
0,IMPC_EYE_050_001,J9675,2015-09-29T00:00:00Z,Eye Morphology - J9675 - 646052,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702107,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702107,
0,IMPC_EYE_050_001,A32080,2013-11-26T00:00:00Z,Eye Morphology - A32080 - 163647,male,JR21115,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700025,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700025,Stag3<tm1e.1(KOMP)Wtsi>
0,IMPC_EYE_050_001,K82215,2015-06-07T00:00:00Z,Eye Morphology - K82215 - 499801,male,JR25812,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699635,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699635,Myh10<em1(IMPC)J>
0,IMPC_EYE_050_001,K32046,2014-08-28T00:00:00Z,Eye Morphology - K32046 - 306150,male,JR18691,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699700,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699700,Rpa1<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,J21739,2015-12-03T00:00:00Z,Eye Morphology - J21739 - 731115,male,JR26843,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702447,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702447,Car12<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,J30368,2016-01-08T00:00:00Z,Eye Morphology - J30368 - 778549,male,JR25120,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701837,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701837,Rasa1<tm1b(EUCOMM)Hmgu>
0,IMPC_EYE_050_001,K48337,2014-11-08T00:00:00Z,Eye Morphology - K48337 - 345251,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700846,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700846,
0,IMPC_EYE_050_001,K27381,2014-07-15T00:00:00Z,Eye Morphology - K27381 - 287298,male,JR23024,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700743,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700743,Mdk<tm1.1(KOMP)Mbp>
0,IMPC_EYE_050_001,K31843,2014-08-16T00:00:00Z,Eye Morphology - K31843 - 303327,male,JR24232,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700284,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700284,Zfp536<tm1.1(KOMP)Wtsi>
0,IMPC_EYE_050_001,J43550,2016-03-22T00:00:00Z,Eye Morphology - J43550 - 872834,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699796,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699796,
0,IMPC_EYE_050_001,J33178,2016-01-22T00:00:00Z,Eye Morphology - J33178 - 796687,male,JR25583,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699836,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699836,Limch1<tm1b(EUCOMM)Hmgu>
0,IMPC_EYE_050_001,K57822,2015-01-06T00:00:00Z,Eye Morphology - K57822 - 378746,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701958,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701958,
0,IMPC_EYE_050_001,J44330,2016-04-05T00:00:00Z,Eye Morphology - J44330 - 894890,male,JR27466,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700971,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700971,Wdr24<tm1b(KOMP)Mbp>
0,IMPC_EYE_050_001,J37075,2016-02-27T00:00:00Z,Eye Morphology - J37075 - 851680,male,JR27477,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701705,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701705,Olfml2b<em1(IMPC)J>
0,IMPC_EYE_050_001,C8807,2013-09-25T00:00:00Z,Eye Morphology - C8807 - 125848,female,JR18604,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700344,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700344,Col18a1<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K50715,2014-11-26T00:00:00Z,Eye Morphology - K50715 - 351666,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/1356529,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/1356529,
0,IMPC_EYE_050_001,K94306,2015-07-14T00:00:00Z,Eye Morphology - K94306 - 544187,male,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701919,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701919,
0,IMPC_EYE_050_001,J2079,2015-09-09T00:00:00Z,Eye Morphology - J2079 - 623785,male,JR26484,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701717,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701717,Tmem79<tm1.1(KOMP)Wtsi>
0,IMPC_EYE_050_001,K13398,2014-04-28T00:00:00Z,Eye Morphology - K13398 - 254143,female,JR21485,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699417,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699417,Cp<tm1b(KOMP)Wtsi>
0,IMPC_EYE_050_001,C11182,2013-12-25T00:00:00Z,Eye Morphology - C11182 - 173023,female,JR22097,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699287,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699287,Foxo3<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K96610,2015-08-11T00:00:00Z,Eye Morphology - K96610 - 585059,female,JR24515,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702435,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702435,Bex4<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J636,2015-08-24T00:00:00Z,Eye Morphology - J636 - 603116,female,JR25514,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/701167,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/701167,Dennd2d<tm2b(KOMP)Mbp>
0,IMPC_EYE_050_001,K49865,2014-11-23T00:00:00Z,Eye Morphology - K49865 - 354394,male,JR24675,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700762,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700762,Slc24a5<tm1b(KOMP)Mbp>
0,IMPC_EYE_050_001,J4599,2015-09-08T00:00:00Z,Eye Morphology - J4599 - 618712,female,unknown,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702133,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702133,
0,IMPC_EYE_050_001,K88445,2015-07-01T00:00:00Z,Eye Morphology - K88445 - 529515,male,JR25865,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/699814,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/699814,Stx19<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J24240,2015-12-15T00:00:00Z,Eye Morphology - J24240 - 755708,male,JR26604,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700011,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700011,Pola2<tm1b(KOMP)Mbp>
0,IMPC_EYE_050_001,K60556,2015-02-02T00:00:00Z,Eye Morphology - K60556 - 393856,male,JR25381,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700375,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700375,Klk14<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,K79216,2015-05-12T00:00:00Z,Eye Morphology - K79216 - 468295,male,JR25639,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/702539,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/702539,Pfdn6<tm1.1(KOMP)Vlcg>
0,IMPC_EYE_050_001,J4383,2015-09-21T00:00:00Z,Eye Morphology - J4383 - 638188,female,JR26918,//www.ebi.ac.uk/mi/media/omero/webgateway/archived_files/download/700945,//www.ebi.ac.uk/mi/media/omero/webgateway/render_image/700945,Snx3<tm1.1(KOMP)Vlcg>
